Data_ID,User_ID,Gender,Age,MBTI,Q_number,Answer
9285,155,1,20,ESTJ,45,"<no>  Rather than regretting the mistakes of a long time ago, I think it is more valuable to strive for my development at that time."
9286,155,1,20,ESTJ,46,"<Yes>  Human existence is inevitable, and life also corresponds to it, so I don't feel the need to think deeply about its purpose."
9287,155,1,20,ESTJ,47,"<no>  I tend to control my emotions rationally according to the situation without being swayed by my emotions, and the evaluations of my surroundings are similar to this."
9288,155,1,20,ESTJ,48,"<no>  I think defending the other person's mistakes in order to save face is rather poisonous to that person, so I tend to give advice so that I can correct my mistakes rather than trying to save face."
9301,156,0,40,INFP,1,"<no>  I don't go out of my way to make friends voluntarily, other than meeting new people, such as for work. It's because it's burdensome to know too many people."
9302,156,0,40,INFP,2,"<Yes>  I have a desire for knowledge, so I tend to be interested in various fields. These days, I watched a lot of YouTube videos about the universe and became interested in them."
9303,156,0,40,INFP,3,"<Yes>  When watching a drama or movie and seeing a scene in which someone is crying, there are many cases of crying. I feel like I'm sympathetic to the feelings of that character."
9304,156,0,40,INFP,4,"<neutrality>  It depends on what's going on, but if it's important, we'll take some countermeasures. If not, it is often treated as an improvisation. The reason seems to be due to his personality being a bit lazy."
9305,156,0,40,INFP,5,"<no>  This is the type that can't stand a high pressure environment. In my previous company, the pressure from my boss was too much, and I suffered mentally depressive symptoms."
9306,156,0,40,INFP,6,"<Yes>  I'm shy, so I'm not good at talking to new people and I tend to talk mostly with acquaintances."
9307,156,0,40,INFP,7,"<Yes>  I tend to do other things after I finish one thing. I'm not good at multitasking, so I can't do multiple things at the same time."
9308,156,0,40,INFP,8,<Yes>  It's very sentimental. The weather and beautiful scenery can affect your mood a lot.
9309,156,0,40,INFP,9,"<neutrality>  When I have to make a plan, I tend to make it. But I don't like it, and I sometimes use a diary or notepad."
9310,156,0,40,INFP,10,"<Yes>  They often blame themselves severely for small mistakes. If something like this happens while working at the company, you may blame yourself and your self-confidence and self-esteem may drop."
9311,156,0,40,INFP,11,"<no>  It's not easy to start a conversation. There are many cases where I wanted to talk to you because I was shy, but I couldn't."
9312,156,0,40,INFP,12,<no>  I am very interested in reading and talking about books and movies. I like to talk about things because each person has different thoughts about a piece of art.
9313,156,0,40,INFP,13,"<neutrality> It seems to depend on the situation. It seems to be rational when it comes to work, and it seems that there are times when it is emotional when it is between personal people. You seem to feel the same way around you."
9314,156,0,40,INFP,14,"<Yes>  I like to improvise. However, in the midst of such improvisation, small plans are sometimes made."
9315,156,0,40,INFP,15,"<no>  tend to worry about how I look to others. Because of my slightly perfectionist tendency, I worry about how people will look at me if I make a mistake, so I don't speak well, and that seems to have influenced the formation of my personality since I was a child."
9316,156,0,40,INFP,16,"<neutrality>  I don't usually participate in group activities, but when I do participate, I like it and enjoy it. These days, there is coronado, so I'm not doing group activities."
9317,156,0,40,INFP,17,"<neutrality> It depends on the work, but sometimes it's good to have a perfect ending, and sometimes it's good to give people something to think about. <The Wailing"
9318,156,0,40,INFP,18,<Yes>  You seem to find great satisfaction in helping others succeed. I don't think I'm the type of person who likes to get attention because I'm extremely successful.
9319,156,0,40,INFP,19,"<Yes>  There are so many interests that it seems that there are times when you can't decide what to do next. I'm currently looking for another job after leaving the company, but I can't decide because there are so many things I want to do."
9320,156,0,40,INFP,20,"<Yes>  I am often worried that things will go wrong. It seems that he is timid and lacks self-confidence, so when he does something, he doesn't seem to be able to go through it boldly."
9321,156,0,40,INFP,21,<Yes>  I want to avoid leadership roles. It's because it doesn't fit my personality of being afraid to step out.
9322,156,0,40,INFP,22,"<neutrality>  don't think there is any artistic inclination. When I was young, I was interested in drawing and I loved it. I like books, and I also like art films that others say are boring."
9323,156,0,40,INFP,23,"<no>  Emotion and reason are both human characteristics, so I don't think the world would have been a better place by focusing only on reason. Rather, it seems that it has become a more desolate and dry world."
9324,156,0,40,INFP,24,"<neutrality> It seems half and half. Rest is the first thing to do when you are tired and tired, but when you finish your work and rest, you feel so much satisfaction, so you do housework first."
9325,156,0,40,INFP,25,"<Yes>  It's fun to watch other people's arguments. People's opinions vary, so it's fun to hear them."
9326,156,0,40,INFP,26,<Yes>  You try not to attract other people's attention. I don't like to be noticed by others.
9327,156,0,40,INFP,27,"<neutrality>  This is not usually the case, but when there is an external trigger, emotions change quickly. There are times when a high-tension friend cheers you up or plays a fun game."
9328,156,0,40,INFP,28,"<neutrality>  I get annoyed when I see people who are not effective. But if you don't know, I think it might be and let you know well."
9329,156,0,40,INFP,29,"<neutrality> When I was in school, I used to do a lot of studying for exams. However, it seems to have improved little by little as I went about my social life."
9330,156,0,40,INFP,30,<Yes>  I think the question of the afterlife is interesting. It is a very interesting field because the living people are an unknown world that no one knows about and different opinions are divided.
9331,156,0,40,INFP,31,"<neutrality> There are times when you want to be alone and there are times when you want to spend time with other people. These days, I don't go out because of Corona, so I want to meet my friends."
9332,156,0,40,INFP,32,"<no>  The original story can be boring, but I tend to think it's necessary. I prefer to cover the right and wrong by examining the root cause of something."
9333,156,0,40,INFP,33,"<no>  tend not to empathize with people who live in a different environment than me. I can't empathize, so I like hearing stories about their lives and having opportunities to experience them indirectly."
9334,156,0,40,INFP,34,"<Yes>  I tend to put off making decisions until the end. Because of my indecisive nature, I am not good at making decisions about things."
9335,156,0,40,INFP,35,"<no>  I tend to keep thinking about the decisions I have already made. Because of his indecisive nature, he is often unsure even after making a decision."
9336,156,0,40,INFP,36,"<neutrality>  There are times to relieve fatigue by gathering with acquaintances, and there are times to relax with alone time. These days, I have time alone because I can't meet my acquaintances because of Corona."
9337,156,0,40,INFP,37,"<Yes>  I like going to art galleries, museums and exhibitions. I love experiencing that."
9338,156,0,40,INFP,38,"<no>  tend to understand and empathize with other people's feelings. People who get angry at strange points sometimes don't understand, but I try to understand."
9339,156,0,40,INFP,39,"<neutrality>  I plan when I need to, but I don't like planning. I usually tend to plan business things, but I rarely seem to plan personal things."
9340,156,0,40,INFP,40,"<no>  I often feel insecure. I don't know if it's because of my innate tendency, but I think I have a very nervous personality."
9341,156,0,40,INFP,41,"<Yes>  I want to avoid talking on the phone. When I was young, I had phone phobia, so I was often startled by the ringing of the phone and couldn't speak well because I was nervous during the call."
9342,156,0,40,INFP,42,"<Yes>  I tend to try to understand other opinions. At first, I talk about my thoughts and persuade them, but when the difference of opinion continues and conflicts arise, I take time and try to understand them."
9343,156,0,40,INFP,43,"<no>  I don't usually contact my friends to meet up first. There are times when I contact him rarely, but I am the one who is contacted most of the time."
9344,156,0,40,INFP,44,"<neutrality>  If there is a setback in the plan, at first I try to go back to the plan, but if it keeps going wrong, I tend to give up on myself. I made an exercise plan today, but if it rains, I could exercise in a different way, but there was a case where I just gave up."
9345,156,0,40,INFP,45,"<Yes>  Many times we regret the mistakes of a long time ago. These days, I wasted a lot of time, but I regret that I should have studied for a certification a long time ago."
9346,156,0,40,INFP,46,"<no>  I think a lot about the reason for human existence and life. These days, I have a lot of worries about my opaque future and feel depressed, so I think a lot about my existence and reason, philosophical and principled."
9347,156,0,40,INFP,47,"<neutrality>  I usually control my emotions, but sometimes I seem to be swayed by them. People around me seem to be looking at me a little emotionally."
9348,156,0,40,INFP,48,"<neutrality>  It seems to be a little different depending on the situation. There are times when I point out the other person's faults and talk strongly about them, and there are times when I comfort them by saying that it's okay and that it can be so."
9361,157,1,30,ISFP,1,<no>  don't tend to make new friends. The reason is that making new friends consumes a lot of emotional energy.
9362,157,1,30,ISFP,2,"<Yes>  I use my free time to explore various interests. These days, I am very interested in growing plants and decorating with plants."
9363,157,1,30,ISFP,3,"<neutrality>  I'm wrong sometimes I want to cry in a situation or a situation where I can sympathize, but I don't cry when I don't empathize."
9364,157,1,30,ISFP,4,"<no>  I don't make preparations. The reason is, I don't think it's meaningless to make preparations. I think it's right to act according to the time."
9365,157,1,30,ISFP,5,"<no>  I'm not good at keeping my composure. Even at a simple meal, I felt a lot of pressure from being in an uncomfortable seat, so I had an experience of sudden body weight when eating in an uncomfortable seat."
9366,157,1,30,ISFP,6,"<Yes>  I tend to find and talk to people I already know and am close to. The reason is that it's hard to find a topic to talk to with a new person, and I hate gaps and awkwardness in the moment."
9367,157,1,30,ISFP,7,"<no>  I tend to work on several projects at the same time. There are times when I do two things at the same time when I am working on an assignment, and when I lose my concentration, I start another task."
9368,157,1,30,ISFP,8,"<no> I'm not sentimental. When I watch movies or dramas, I prefer horror stories or investigative dramas rather than sentimental ones."
9369,157,1,30,ISFP,9,"<no>  I hate making plans. My diary always has the first page written, and I like to go spontaneously without making travel plans."
9370,157,1,30,ISFP,10,"<no>  I do not doubt my ability or knowledge. When I receive feedback on a small mistake during work, I tend to find a solution rather than being suspicious."
9371,157,1,30,ISFP,11,<no>  I have a hard time starting a conversation. Most of them avoided it or met and talked with other close people.
9372,157,1,30,ISFP,12,<Yes>  I am not interested in discussing works of art. I am more interested in the interpretation of events where the results are perfect by analyzing rather than interpreting.
9373,157,1,30,ISFP,13,"<no>  tend to follow my emotions. When I make decisions, I decide what I want to do or what I need to buy, even though I know I could be wrong. It is said that you have to go through the evaluations of those around you and see the results yourself."
9374,157,1,30,ISFP,14,"<Yes>  I like to improvise rather than plan. When I go on a trip, I always try to come up with a plan, but planning is so difficult that I tend to improvise and do things I want to do."
9375,157,1,30,ISFP,15,"<Yes>  I like to improvise rather than plan. When I go on a trip, I always try to come up with a plan, but planning is so difficult that I tend to improvise and do things I want to do."
9376,157,1,30,ISFP,16,<no>  do not enjoy participating in group activities. There are situations in which I avoid when many other people gather at a regular meeting or when many people say they are going on a trip.
9377,157,1,30,ISFP,17,"<no>  I don't like works with open endings. When I look at mysteries, I think that works that end with an open ending without an accurate result or ending are somewhat futile, and these days, there are almost no works that I like because they have an open ending."
9378,157,1,30,ISFP,18,"<no>  feel more satisfaction with my successful work. I don't know if it's family to help others succeed, but I think in the future, no matter what happens, I will become a stranger."
9379,157,1,30,ISFP,19,"<Yes>  I have so many interests that I often run out of time. There are so many interests I want to do on my days off, so I start early in the morning, but in the end, there are many times when I can't do it."
9380,157,1,30,ISFP,20,"<Yes>  tend to worry often. Rather than having a trigger or reason, I like to quickly listen to the results and deal with the results when doing something."
9381,157,1,30,ISFP,21,"<Yes>  I want to avoid taking on a leadership role. When it comes to group activities, I don't like to stand out or stand out, and I don't want to take responsibility for my role as a leader."
9382,157,1,30,ISFP,22,<no>  I have a lot of artistic inclinations. I have had a lot of talent for making things since I was little and I like to learn artistically.
9383,157,1,30,ISFP,23,"<no>  I like that reason and emotion coexist. I think there are things that shouldn't be decided only rationally, and there are things that shouldn't be decided only emotionally."
9384,157,1,30,ISFP,24,"<no>  I want to take a break and do housework or do it whenever I feel like it. Rather than having to rest after finishing something, I tend to take a break and do housework quickly when I think of it."
9385,157,1,30,ISFP,25,"<Yes>  I enjoy watching other people's arguments. There are times when you can get information by watching the debate, and it's nice to hear each person's thoughts."
9386,157,1,30,ISFP,26,<Yes>  I tend not to draw attention. I think that's how I stay quiet at group gatherings or dinners so as not to be seen quietly.
9387,157,1,30,ISFP,27,"<Yes> It tends to change very quickly. When I have a difficult task, I feel better when the problem is resolved or a solution is found."
9388,157,1,30,ISFP,28,"<Yes>  I get annoyed when I'm not efficient. When I work, I feel a lot of frustration when I see people who don't have a job or who don't have the same level of efficiency even if they do the same thing."
9389,157,1,30,ISFP,29,"<Yes>  Maru is on the side until the last deadline. I do a set quest every week, but there are always many times when I complete the quest on the last day."
9390,157,1,30,ISFP,30,"<Yes>  I like questions about the afterlife. It is very interesting to believe in the afterlife, to ask questions and answers about the afterlife, and to hear new stories."
9391,157,1,30,ISFP,31,"<neutrality>  Rather than spending time alone, I prefer to be with one or two people. Even these days, I get bored when I am alone, and there are many times when I do not know what to do when I am alone on my day off."
9392,157,1,30,ISFP,32,"<Yes>  I get bored with things I'm not interested in. When many people are talking, if they talk about something they are not interested in, there are many times when they think about something else as the content becomes longer."
9393,157,1,30,ISFP,33,"<no>  I'm not very good at empathy. I'm not good at empathizing with or understanding what people from different backgrounds or environments say, and I tend to feel a lot of differences in thinking."
9394,157,1,30,ISFP,34,<Yes>  I tend to put off making decisions until the last deadline. I tend to put off making decisions for as long as I can and then think about whether there are other workarounds or think about whether I made the right decision several times before deciding.
9395,157,1,30,ISFP,35,"<Yes>  I tend not to think twice about decisions. Because I don't know if it can be overturned again, but most of the time it's not, and there can only be regrets."
9396,157,1,30,ISFP,36,"<no>  I tend to spend time alone. Going to a party or event is also tiring, so I tend to watch YouTube at home alone or have interest in it."
9397,157,1,30,ISFP,37,<no>  I don't like art works or museums. Reasons need interpretation or don't like quiet empathy.
9398,157,1,30,ISFP,38,"<Yes> It is often difficult to understand emotions. For example, when an acquaintance has an accident, they tend to think of finding a solution rather than comforting and sympathizing with their feelings."
9399,157,1,30,ISFP,39,"<no>  I don't like planning. There are times when I set a simple goal, but there are many times when I don't know how to make a plan, make an appointment, or plan itself."
9400,157,1,30,ISFP,40,"<neutrality>  guess sometimes it's wrong. I feel insecure when I put it off until I put it off because of my innate tendency, and I don't feel it at all before that, and I don't think about it well."
9401,157,1,30,ISFP,41,<Yes>  I want to avoid talking on the phone as much as possible. It's because there are many times when I don't know what to say about what the other person on the phone is saying.
9402,157,1,30,ISFP,42,"<no>  I don't spend a lot of time trying to understand. I don't have a separate experience, and there are many times when I don't empathize well."
9403,157,1,30,ISFP,43,<no> I'm not the first to contact you. I'm not the type to wait for a call or to call first.
9404,157,1,30,ISFP,44,"<no>  I don't want to go back to the original plan. The other person misunderstood the time on the way to leave after making an appointment, and at times like that, there were times when I thought that it was possible and searched for what was around."
9405,157,1,30,ISFP,45,"<no> There is no time to regret. These days, I tend not to regret or think well. Thinking about it and regretting it doesn't change the result."
9406,157,1,30,ISFP,46,<Yes>  I don't have to think about the reason for human existence and life. I don't know why I should think about the reason for human existence and life.
9407,157,1,30,ISFP,47,"<neutrality> Controlling your emotions and being swayed by them is the middle ground. Depending on the situation, I can't control my emotions well when it comes to things I think are important, I tend to be swayed by my emotions when it comes to things I think are important or interests, and the evaluations of those around me are the same."
9408,157,1,30,ISFP,48,"<no>  I'm not trying to save face. The reason is that when the other person's fault happens, they think ""it could be that"" and try to understand it."
9421,158,0,30,ESTJ,1,"<no>  tend to think I have a lot of friends. So I don't feel the need. Also, I'm not the type to approach first."
9422,158,0,30,ESTJ,2,"<no>  I have various interests, but I don't do a lot of research. I get bored easily, so my interests change from time to time, so I don't dig deep. These days, I am very interested in baseball."
9423,158,0,30,ESTJ,3,"<no>  I am not easily swayed by or empathize with other people's feelings. Of course, when other people cry, I feel sorry for them, but I also don't shed tears because I'm empathized with them."
9424,158,0,30,ESTJ,4,"<Yes>  I'm usually the type to move in a planned way. Therefore, we always keep in mind when something goes wrong and prepare for it so that there are no setbacks in our work."
9425,158,0,30,ESTJ,5,"<Yes>  I'm the type of person who doesn't care about the situation around me. I believe in being able to keep my composure and carry out my duties even under great pressure. I recently took on a new job, and it was a position I avoided, so there was a lot of pressure from people around me, but I did it without difficulty."
9426,158,0,30,ESTJ,6,<Yes>  I don't like change. That's why I'm not very good at approaching new people. But I don't push anyone who approaches me.
9427,158,0,30,ESTJ,7,"<Yes>  I consider myself a perfectionist when it comes to work. So, if you don't finish one project perfectly, it's hard to jump into another one. So there is always a weakness in multiplayer."
9428,158,0,30,ESTJ,8,"<no>  I think too much empathy and emotional attitude go wrong. Therefore, we always try to make rational decisions and act accordingly."
9429,158,0,30,ESTJ,9,"<Yes>  I like a planned life. So, I like to make plans. However, I don't like to use a diary or electronic tools, I just jot down my schedule on a calendar."
9430,158,0,30,ESTJ,10,"<Yes>  I always pursue perfection. So, I have a habit of checking several times, but if a mistake is found, I think I will doubt my ability. I haven't had that kind of experience yet."
9431,158,0,30,ESTJ,11,"<Yes>  It's difficult for me to approach new people first, but I think it's natural to approach people who are interested. Because the brave can win."
9432,158,0,30,ESTJ,12,"<Yes>  I tend to respect people's different points of view. That's why I'm always curious about what other people think about what I think, and I like to talk with them."
9433,158,0,30,ESTJ,13,"<Yes>  I always try to think and act rationally because I think that emotions and sensibilities go wrong. Also, I hear a lot of such stories from people around me."
9434,158,0,30,ESTJ,14,"<no>  I like to plan and act. Therefore, I always make notes of my schedule and try to move according to the set plan."
9435,158,0,30,ESTJ,15,<no>  It doesn't matter what other people think of me. I just have to be proud of myself. I think I came to think that way because no one else is taking responsibility for my actions.
9436,158,0,30,ESTJ,16,"<Yes>  I like sports activities. Especially in team ball games such as basketball, soccer, and baseball. So, I do a lot of club activities."
9437,158,0,30,ESTJ,17,"<no>  I respect various opinions, but I think it's better for the creator to come to a conclusion rather than the reader to draw a conclusion when it comes to books and movies. That's why I like movies based on true stories."
9438,158,0,30,ESTJ,18,"<Yes>  I don't think I need to shine. And I think it's okay for me to be satisfied with my actions and performance, not people's eyes. I think this tendency is reflected."
9439,158,0,30,ESTJ,19,"<no>  I have a variety of interests, but I always like to make plans and move, so I don't think there's ever been a time when I don't know what to do next."
9440,158,0,30,ESTJ,20,"<Yes>  I like perfection, so I always check and review often. I think it's because the field I majored in is a field that emphasizes reliability and transparency."
9441,158,0,30,ESTJ,21,"<no>  If the group needs me, I don't want to avoid it. Because someone has to do it."
9442,158,0,30,ESTJ,22,"<Yes>  think I have little artistic inclination because I always try to think and act rationally rather than sensibility and emotion. Even during my school days, I always performed poorly in arts subjects."
9443,158,0,30,ESTJ,23,"<Yes>  I wish people would value reason more than emotion. In particular, it would be nice if reason was given importance in voting for politicians."
9444,158,0,30,ESTJ,24,"<Yes>  feel uncomfortable when I have work left. So, before I take a break, I tend to finish all my work. I think this is probably because of the personality that pursues perfection."
9445,158,0,30,ESTJ,25,<Yes>  There are various people in the world and I think everyone has different thoughts. So I like to argue. I believe that I can develop further only when I can sympathize with and understand the thoughts of many people.
9446,158,0,30,ESTJ,26,<Yes>  don't want to be noticed by people because I think it's okay if I'm confident in my actions and have no shame.
9447,158,0,30,ESTJ,27,"<no>  I always try to think and act rationally, so my emotions don't change much."
9448,158,0,30,ESTJ,28,"<Yes>  I like things that are planned and perfect, so I always try to do things efficiently. Of course, I get annoyed when I see people who are different from me. However, I tend to refrain from expressing myself."
9449,158,0,30,ESTJ,29,"<no>  I don't feel comfortable even if I rest if I have work to do. So, I have never put off until the end what I have to do."
9450,158,0,30,ESTJ,30,"<Yes>  The afterlife is interesting because no one is clear about the answer. Death is scary, but I'm a little excited to get an answer to the question of whether there really is an afterlife."
9451,158,0,30,ESTJ,31,"<Yes>  I think there were no people around me because of my personality that pursues perfection. Now that I'm getting older, I find it enjoyable to spend time with other people these days."
9452,158,0,30,ESTJ,32,"<no>  All discussions are, in the end, an exploration of theories and principles. This is not the case because other opinions basically believe that theories and principles should be premised."
9453,158,0,30,ESTJ,33,"<no>  I always believe that people are different, so I try to understand, but I don't think I can easily empathize. However, I try to think from the person's point of view. Because people have different characteristics."
9454,158,0,30,ESTJ,34,"<no>  I like to stay out of the way with a deliberate time plan. So if a decision needs to be made, I tend to make it right away."
9455,158,0,30,ESTJ,35,"<Yes>  When the time of decision approaches, I do not look back with the belief that the decision is right because I make it through more review and thought than anyone else."
9456,158,0,30,ESTJ,36,"<no>  I like spending time with people rather than being alone. So, I do a lot of club activities. Alone time is good, but most of it is spent together, preparing for next week."
9457,158,0,30,ESTJ,37,"<no>  I like to think and act rationally rather than emotionally. So, I am not very interested in art."
9458,158,0,30,ESTJ,38,"<no>  I appreciate the diversity of people. Therefore, keeping in mind that not everyone's thoughts can be the same, we make a lot of effort to understand from each other's point of view."
9459,158,0,30,ESTJ,39,"<Yes>  love to keep things running through a plan. Therefore, I like to plan, and I believe that preparation will make me a better person."
9460,158,0,30,ESTJ,40,<no>  I am a person who pursues perfection. So I always check and question whether there is anything wrong no matter what I do. I think this is because I chose a major that values reliability and transparency.
9461,158,0,30,ESTJ,41,"<Yes>  want to avoid emotional and emotional things. When you talk on the phone, I think there is a high chance that you will be dominated by emotions and emotions. So I prefer text."
9462,158,0,30,ESTJ,42,"<Yes>  I acknowledge the diversity of people, so if you have a different opinion from mine, I try to actively understand it. When I had a difference of opinion while in the club, I always put myself in the other person's shoes and thought about it."
9463,158,0,30,ESTJ,43,<Yes>  contact you to meet first. because that's what i want I don't think there is any need to hesitate.
9464,158,0,30,ESTJ,44,"<Yes>  I want things to go as planned as possible. So if there is a setback, I try to get back to the plan. However, if the plan is wrong in the first place, he is not afraid to correct it. But there is no such situation yet."
9465,158,0,30,ESTJ,45,"<Yes>  I always pursue perfection. So, if I have any doubts about my actions, I tend to regret them. Recently, as I get older, my judgment seems to be clouded, so I often think about this."
9466,158,0,30,ESTJ,46,<Yes>  I believe that humans do not choose their own lives. So I don't think deeply about why I live. It's about living hard.
9467,158,0,30,ESTJ,47,"<no>  Because I aim to think and act rationally, I do not want to control my emotions and be swayed by them. Therefore, I tried not to do that, and I am evaluated as a rational person by those around me."
9468,158,0,30,ESTJ,48,"<Yes>  seek perfection. However, since I am also a human being, I don't want to dig into the faults of the other person. I think good is good. Also, the other person must feel something of my consideration for this kind of consideration."
9481,159,0,30,ISTJ,1,<no>  I don't bother making new friends. The reason is that we don't like to care about each other.
9482,159,0,30,ISTJ,2,<Yes>  I am interested in two jobs and investments. The reason is because I want to make a lot of money.
9483,159,0,30,ISTJ,3,"<no>  rarely feel like crying. The reason is because that person is sad, not me."
9484,159,0,30,ISTJ,4,<Yes>  I make several preparations. The reason is that it can take longer to fix if things suddenly go wrong.
9485,159,0,30,ISTJ,5,<Yes>  I tend to keep my composure. I was able to complete it on time by focusing on the work that seemed impossible until the deadline and taking it step by step.
9486,159,0,30,ISTJ,6,<Yes>  usually talk to people I already know. I feel uncomfortable starting a conversation with someone new.
9487,159,0,30,ISTJ,7,"<neutrality>  Depends on what kind of project it is. Depending on the situation, you can do it together, or you can finish all the urgent things first and start the next project."
9488,159,0,30,ISTJ,8,"<no>  I am not sentimental. In general, they tend to take a sober view of the situation."
9489,159,0,30,ISTJ,9,<Yes>  like to make plans. Plan and check with the calendar and checklist app on your phone desktop.
9490,159,0,30,ISTJ,10,"<no>  A small mistake will not cause you to doubt your abilities or knowledge. If I make a mistake, I admit it and promise to be more meticulous next time."
9491,159,0,30,ISTJ,11,"<no>  It's not easy. I worry about what topic to start a conversation with, how to act, and how to express myself."
9492,159,0,30,ISTJ,12,<Yes> I'm not really interested in a discussion about this. I think that works of art are up to interpretation.
9493,159,0,30,ISTJ,13,<Yes>  I tend to follow reason. I tend to look at the situation objectively. It seems that people around them see it that way too.
9494,159,0,30,ISTJ,14,"<no>  I like to plan. Sometimes I improvise, but most of the time I tend to plan."
9495,159,0,30,ISTJ,15,"<Yes>  I'm not too concerned. If you care about how you look to others, you're going to get very tired."
9496,159,0,30,ISTJ,16,"<no>  I only enjoy group activities made up of a few close people, and the rest are uncomfortable. These days, there are almost no meetings of close acquaintances due to corona."
9497,159,0,30,ISTJ,17,<neutrality>  The things people say are fun to watch and enjoy regardless of the ending. I have watched almost all the Marvel series that have good ratings and are recommended by my acquaintances.
9498,159,0,30,ISTJ,18,"<no> My success comes first. It's good to help others, but I think success comes first."
9499,159,0,30,ISTJ,19,"<Yes>  I have a lot of interests. There are many fields of interest such as investment, two jobs, video, and photography, but there are many times when it is difficult to know what order to do within a limited time."
9500,159,0,30,ISTJ,20,"<neutrality> I'm not worried about the little things going wrong, but I'm worried about the big things going wrong. There are many things that I tried to do as a hobby but couldn't try because I was worried about what to do if something went wrong."
9501,159,0,30,ISTJ,21,<Yes>  I don't like leadership roles. I have experienced a lot of stress due to the desire to perfect the achievement of the goal while encompassing everyone.
9502,159,0,30,ISTJ,22,<no>  You seem to have above average artistic inclinations. I heard a lot from my acquaintances that I would do well if I worked in the arts.
9503,159,0,30,ISTJ,23,"<neutrality>  I do not know. I think it would be nice to have both in harmony. If it's leaning to one side, there's something bad about it."
9504,159,0,30,ISTJ,24,<no>  I tend to rest first and finish my chores. That also makes me feel comfortable.
9505,159,0,30,ISTJ,25,<no>  It's not enjoyable. I don't like to argue. I don't know why they act like they're fighting something that can be resolved happily.
9506,159,0,30,ISTJ,26,<Yes>  You try not to attract other people's attention. I try to dress normally.
9507,159,0,30,ISTJ,27,"<no>  change slowly. When I see other people go from being happy to being very angry, I often don't understand why their emotions change so quickly."
9508,159,0,30,ISTJ,28,<Yes> I'm annoyed. I've had conversations with co-workers who are not bothered to change when the inefficiencies are glaringly obvious.
9509,159,0,30,ISTJ,29,"<neutrality>  Sometimes it is and sometimes it is not. I finish what I have to do at work right away, but I put off personal matters unless it is very urgent."
9510,159,0,30,ISTJ,30,"<no>  I don't think it's interesting. I believe there is an afterlife, but I'm wondering if I need to ask a question."
9511,159,0,30,ISTJ,31,<no> It's comfortable to spend time alone. I'm tired of meeting so many people these days.
9512,159,0,30,ISTJ,32,"<no>  I think the theory center is more fun. In YouTube or TV lectures, theories were first explained and other things were explained, so I understood better and was able to listen interestingly."
9513,159,0,30,ISTJ,33,"<Yes>  It's easy to relate to. Even if I talk to someone from a different background, I think it might be."
9514,159,0,30,ISTJ,34,"<neutrality>  make decisions on simple things right away, but I tend to postpone complex things until last."
9515,159,0,30,ISTJ,35,<no>  I tend to think again. I tend to think that I could have made a little better decision.
9516,159,0,30,ISTJ,36,<no>  Better to spend some time alone. I try to spend as much time alone as possible these days.
9517,159,0,30,ISTJ,37,"<Yes>  I like. Occasionally, I go to art galleries or exhibitions and look at the works to clear or fill my mind."
9518,159,0,30,ISTJ,38,"<no>  I tend to try to understand other people's feelings. I'm not in a situation where I'm angry, but when the other person is angry, I often think that I might be angry at this point."
9519,159,0,30,ISTJ,39,"<Yes>  If you don't plan, things don't go well. I tend to make a plan first and then start working. So are personal things."
9520,159,0,30,ISTJ,40,"<Yes> There are very few times when I feel anxious. Since I was young, I've lived a positive life, so I don't feel insecure."
9521,159,0,30,ISTJ,41,<Yes>  I would like to avoid making phone calls as much as possible. Talking on the phone is stressful.
9522,159,0,30,ISTJ,42,"<no>  Doesn't take a lot of time. I have many experiences, but whenever it happens, I just think it could be like that and move on."
9523,159,0,30,ISTJ,43,"<neutrality>  I ask to meet really close friends first, but I don't contact friends who are not first."
9524,159,0,30,ISTJ,44,"<Yes>  It feels good to go back to plan. In particular, there are a lot of things that need to be changed if things don't go back as planned due to work, so I have some experience trying to get things right and go back."
9525,159,0,30,ISTJ,45,"<no>  I think I can't help the mistakes of a long time ago, and I think about what to do afterward."
9526,159,0,30,ISTJ,46,<Yes>  I tend not to think deeply. Thinking about it doesn't seem to help my life.
9527,159,0,30,ISTJ,47,<no>  I tend to have less emotional highs and lows. People around me seem to think so too.
9528,159,0,30,ISTJ,48,"<neutrality>  When the other person's fault hurts only me, I try to save face, but when it hurts others, it seems that I don't even try. I guess it's because other people are also hooked up."
9541,160,1,20,INFP,1,"<no>  It's good to be with friends who know you for a long time and know you well, and the more friends you have, the more attention you can give to each friend, so I don't make new friends periodically."
9542,160,1,20,INFP,2,"<neutrality> When I'm not busy, I look for different interests. But it doesn't dig deep. My current interest is painting with oil pastels and decorating my room. I saw the process of drawing oil pastels while browsing YouTube, and I liked the texture and feel of the painting. I find pictures that I like on Pinterest, save them, and draw them accordingly, even though I am an amateur. Room decoration is a new interest that I'm going to do soon, so I took a look at the house of the day site. Before, I didn't even think about decorating because I lived with my family and couldn't have a room of my own, but I'm glad I got this opportunity to decorate it to my liking."
9543,160,1,20,INFP,3,"<neutrality>  When you can empathize with the situation or emotions of the person who is crying, tears come out accordingly. Also, it seems that the closer I am to someone, the more I cry along with them. It's not a situation I've been through, but as I empathize with it, tears well up as if I've been through that situation."
